species_pair,phylogeny,group,total,HGT,non_HGT
39_5-44_3,0.1914549179999998,between,101954,19655,82299
39_5-45_1,0.4766691709999997,within,740,188,552
39_5-45_1,0.4766691709999997,between,392484,67566,324918
39_5-46_1,0.2561819650000001,within,364,226,138
39_5-46_1,0.2561819650000001,between,131374,24867,106507
39_5-48_2,0.15157350299999983,within,534,315,219
39_5-48_2,0.15157350299999983,between,223938,46784,177154
39_5-52_1,0.15364949099999992,within,63,50,13
39_5-52_1,0.15364949099999992,between,13469,1959,11510
39_5-66_5,1.8181708919999997,within,778,1,777
39_5-66_5,1.8181708919999997,between,506075,64,506011
39_5-96_1,2.4485109649999997,within,114,0,114
39_5-96_1,2.4485109649999997,between,52621,5,52616
39_5-97_1,2.4806590459999995,within,76,0,76
39_5-97_1,2.4806590459999995,between,57037,0,57037
40_1-42_2,0.06563318000000029,within,35,15,20
40_1-42_2,0.06563318000000029,between,8755,2049,6706
40_1-44_1,0.04545669399999985,within,26,6,20
40_1-44_1,0.04545669399999985,between,7534,2990,4544
40_1-44_3,0.04616713400000005,within,59,51,8
40_1-44_3,0.04616713400000005,between,15361,5176,10185
40_1-45_1,0.4734800589999999,within,151,49,102
40_1-45_1,0.4734800589999999,between,59129,11285,47844
40_1-46_1,0.25299285299999985,within,77,53,24
40_1-46_1,0.25299285299999985,between,19783,4957,14826
40_1-48_2,0.19857749499999988,within,83,27,56
40_1-48_2,0.19857749499999988,between,33757,9142,24615
40_1-66_5,1.81498178,within,236,0,236
40_1-66_5,1.81498178,between,76174,34,76140
40_1-97_1,2.4774699339999997,within,26,0,26
40_1-97_1,2.4774699339999997,between,8584,0,8584
41_1-45_1,0.4812018599999997,within,31,0,31
41_1-45_1,0.4812018599999997,between,15777,1775,14002
41_1-66_5,1.8227035809999996,within,43,0,43
41_1-66_5,1.8227035809999996,between,20333,6,20327
42_1-43_1,0.06690322700000007,within,23,2,21
42_1-43_1,0.06690322700000007,between,6415,1055,5360
42_1-44_1,0.07197536499999968,within,60,9,51
42_1-44_1,0.07197536499999968,between,7248,1563,5685
42_1-44_3,0.07268580499999988,within,23,8,15
42_1-44_3,0.07268580499999988,between,14883,3349,11534
42_1-45_1,0.4681610959999998,within,31,8,23
42_1-45_1,0.4681610959999998,between,57273,7054,50219
42_1-46_1,0.24767389000000015,within,57,9,48
42_1-46_1,0.24767389000000015,between,19141,2877,16264
42_1-48_2,0.19325853199999976,within,70,28,42
42_1-48_2,0.19325853199999976,between,32642,5534,27108
42_1-52_1,0.19533451999999984,within,21,0,21
42_1-52_1,0.19533451999999984,between,1951,261,1690
42_1-66_5,1.809662817,within,90,0,90
42_1-66_5,1.809662817,between,73773,14,73759
42_2-43_1,0.06611094799999995,within,185,85,100
42_2-43_1,0.06611094799999995,between,64861,11759,53102
42_2-44_1,0.071183086,within,196,170,26
42_2-44_1,0.071183086,between,73640,18841,54799
42_2-44_3,0.07189352599999976,within,422,305,117
42_2-44_3,0.07189352599999976,between,150180,33512,116668
42_2-45_1,0.4673688170000001,within,1624,814,810
42_2-45_1,0.4673688170000001,between,577344,74908,502436
42_2-46_1,0.24688161100000008,within,514,349,165
42_2-46_1,0.24688161100000008,between,193452,32414,161038
42_2-48_2,0.19246625299999964,within,625,388,237
42_2-48_2,0.19246625299999964,between,329879,69850,260029
42_2-52_1,0.19454224100000017,within,36,18,18
42_2-52_1,0.19454224100000017,between,19888,2427,17461
42_2-66_5,1.8088705379999996,within,1309,1,1308
42_2-66_5,1.8088705379999996,between,744962,204,744758
42_2-90_1,2.2791847629999995,within,37,0,37
42_2-90_1,2.2791847629999995,between,34537,0,34537
42_2-92_1,2.3423016289999996,within,21,0,21
42_2-92_1,2.3423016289999996,between,11113,0,11113
42_2-96_1,2.4392106109999996,within,139,0,139
42_2-96_1,2.4392106109999996,between,77506,19,77487
42_2-97_1,2.4713586919999995,within,70,0,70
42_2-97_1,2.4713586919999995,between,84021,1,84020
43_1-44_1,0.0587964099999998,within,238,186,52
43_1-44_1,0.0587964099999998,between,55706,16630,39076
43_1-44_3,0.05950685,within,221,161,60
43_1-44_3,0.05950685,between,113887,31264,82623
43_1-45_1,0.473957827,within,849,422,427
43_1-45_1,0.473957827,between,437823,83106,354717
43_1-46_1,0.2534706210000004,within,342,199,143
43_1-46_1,0.2534706210000004,between,146622,31211,115411
43_1-47_2,0.25788013600000026,within,25,23,2
43_1-47_2,0.25788013600000026,between,3971,578,3393
43_1-48_2,0.199055263,within,562,316,246
43_1-48_2,0.199055263,between,249854,62981,186873
43_1-50_1,0.19401818000000004,within,24,14,10
43_1-50_1,0.19401818000000004,between,12408,3493,8915
43_1-52_1,0.20113125100000007,within,65,25,40
43_1-52_1,0.20113125100000007,between,15031,2549,12482
43_1-66_5,1.815459548,within,718,3,715
43_1-66_5,1.815459548,between,564716,170,564546
43_1-90_1,2.2857737729999994,within,28,0,28
43_1-90_1,2.2857737729999994,between,26168,0,26168
43_1-92_1,2.348890639,within,21,0,21
43_1-92_1,2.348890639,between,8415,0,8415
43_1-96_1,2.445799621,within,108,0,108
43_1-96_1,2.445799621,between,58722,18,58704
43_1-97_1,2.477947702,within,81,0,81
43_1-97_1,2.477947702,between,63633,0,63633
44_1-44_3,0.01802858400000007,within,320,241,79
44_1-44_3,0.01802858400000007,between,129208,46811,82397
44_1-45_1,0.4790299649999996,within,1751,723,1028
44_1-45_1,0.4790299649999996,between,496201,110104,386097
44_1-46_1,0.25854275899999957,within,510,376,134
44_1-46_1,0.25854275899999957,between,166314,43106,123208
44_1-48_2,0.2041274009999996,within,770,590,180
44_1-48_2,0.2041274009999996,between,283486,82302,201184
44_1-50_1,0.19909031799999968,within,42,32,10
44_1-50_1,0.19909031799999968,between,14070,4583,9487
44_1-52_1,0.20620338899999968,within,67,30,37
44_1-52_1,0.20620338899999968,between,17069,3465,13604
44_1-62_1,1.7991189309999995,within,25,0,25
44_1-62_1,1.7991189309999995,between,1991,0,1991
44_1-66_5,1.8205316859999996,within,774,3,771
44_1-66_5,1.8205316859999996,between,641070,263,640807
44_1-90_1,2.2908459109999995,within,24,0,24
44_1-90_1,2.2908459109999995,between,29712,0,29712
44_1-96_1,2.4508717589999995,within,181,0,181
44_1-96_1,2.4508717589999995,between,66599,7,66592
44_1-97_1,2.483019839999999,within,90,0,90
44_1-97_1,2.483019839999999,between,72234,0,72234
44_3-44_4,0.01304666600000015,within,28,28,0
44_3-44_4,0.01304666600000015,between,15392,3190,12202
44_3-45_1,0.4797404049999998,within,2663,1309,1354
44_3-45_1,0.4797404049999998,between,1013001,189287,823714
44_3-46_1,0.2592531990000002,within,1100,777,323
44_3-46_1,0.2592531990000002,between,339168,78631,260537
44_3-47_2,0.2636627140000001,within,27,22,5
44_3-47_2,0.2636627140000001,between,9225,1615,7610
44_3-48_2,0.2048378409999998,within,1287,939,348
44_3-48_2,0.2048378409999998,between,578505,147120,431385
44_3-50_1,0.19980075799999983,within,56,30,26
44_3-50_1,0.19980075799999983,between,28728,8006,20722
44_3-51_1,0.202378988,within,26,7,19
44_3-51_1,0.202378988,between,14880,3843,11037
44_3-52_1,0.20691382899999988,within,135,63,72
44_3-52_1,0.20691382899999988,between,34817,5814,29003
44_3-66_3,1.8282843419999997,within,50,0,50
44_3-66_3,1.8282843419999997,between,22566,0,22566
44_3-66_5,1.821242126,within,2274,11,2263
44_3-66_5,1.821242126,between,1306884,522,1306362
44_3-67_2,1.820713824,within,29,0,29
44_3-67_2,1.820713824,between,7681,0,7681
44_3-69_1,1.818394082,within,27,0,27
44_3-69_1,1.818394082,between,10253,0,10253
44_3-75_1,1.806811856,within,108,0,108
44_3-75_1,1.806811856,between,6574,0,6574
44_3-84_1,2.460855818,within,22,0,22
44_3-84_1,2.460855818,between,2034,0,2034
44_3-90_1,2.291556350999999,within,139,0,139
44_3-90_1,2.291556350999999,between,60513,5,60508
44_3-92_1,2.354673217,within,36,0,36
44_3-92_1,2.354673217,between,19496,0,19496
44_3-96_1,2.4515821989999997,within,205,0,205
44_3-96_1,2.4515821989999997,between,136005,17,135988
44_3-97_1,2.4837302799999996,within,263,0,263
44_3-97_1,2.4837302799999996,between,147255,0,147255
44_3-99_2,2.2836708069999996,within,24,0,24
44_3-99_2,2.2836708069999996,between,10770,0,10770
44_3-9_2,1.0633958169999995,within,26,0,26
44_3-9_2,1.0633958169999995,between,11282,1667,9615
44_4-46_1,0.26781492500000015,within,28,24,4
44_4-46_1,0.26781492500000015,between,19832,4341,15491
44_4-48_2,0.2133995669999997,within,179,159,20
44_4-48_2,0.2133995669999997,between,33661,6723,26938
44_4-66_5,1.8298038519999995,within,88,0,88
44_4-66_5,1.8298038519999995,between,76322,16,76306
44_4-97_1,2.4922920059999996,within,36,0,36
44_4-97_1,2.4922920059999996,between,8574,0,8574
44_5-66_5,1.8236258669999992,within,49,0,49
44_5-66_5,1.8236258669999992,between,33062,3,33059
45_1-46_1,0.4278300939999995,within,3959,1861,2098
45_1-46_1,0.4278300939999995,between,1304153,270802,1033351
45_1-47_2,0.4322396089999998,within,133,104,29
45_1-47_2,0.4322396089999998,between,35435,5724,29711
45_1-48_1,0.49485616499999985,within,60,60,0
45_1-48_1,0.49485616499999985,between,5868,0,5868
45_1-48_2,0.4900520939999997,within,5345,3556,1789
45_1-48_2,0.4900520939999997,between,2223583,538341,1685242
45_1-4_3,0.9941849159999996,within,191,104,87
45_1-4_3,0.9941849159999996,between,31425,5940,25485
45_1-50_1,0.4850150109999998,within,119,44,75
45_1-50_1,0.4850150109999998,between,110537,28384,82153
45_1-51_1,0.48759324099999946,within,26,10,16
45_1-51_1,0.48759324099999946,between,57278,14849,42429
45_1-52_1,0.4921280819999998,within,188,28,160
45_1-52_1,0.4921280819999998,between,134180,19831,114349
45_1-62_1,1.8792956839999997,within,57,0,57
45_1-62_1,1.8792956839999997,between,15751,0,15751
45_1-66_3,1.907750655,within,325,0,325
45_1-66_3,1.907750655,between,86619,0,86619
45_1-66_5,1.9007084389999995,within,8934,26,8908
45_1-66_5,1.9007084389999995,between,5023938,594,5023344
45_1-67_2,1.900180136999999,within,39,0,39
45_1-67_2,1.900180136999999,between,29601,0,29601
45_1-76_2,1.8970822749999996,within,53,0,53
45_1-76_2,1.8970822749999996,between,116531,0,116531
45_1-90_1,2.3710226639999994,within,352,0,352
45_1-90_1,2.3710226639999994,between,232816,0,232816
45_1-91_1,2.393098545999999,within,39,0,39
45_1-91_1,2.393098545999999,between,13793,0,13793
45_1-92_1,2.434139529999999,within,200,0,200
45_1-92_1,2.434139529999999,between,74888,0,74888
45_1-96_1,2.5310485119999995,within,956,0,956
45_1-96_1,2.5310485119999995,between,522684,110,522574
45_1-97_1,2.5631965929999994,within,1431,0,1431
45_1-97_1,2.5631965929999994,between,565681,0,565681
45_1-99_2,2.36313712,within,63,0,63
45_1-99_2,2.36313712,between,41433,0,41433
45_1-9_2,1.1428621299999997,within,263,45,218
45_1-9_2,1.1428621299999997,between,43209,7090,36119
46_1-47_2,0.08221025499999968,within,52,37,15
46_1-47_2,0.08221025499999968,between,11864,2058,9806
46_1-48_2,0.2695648880000001,within,1371,923,448
46_1-48_2,0.2695648880000001,between,745365,199962,545403
46_1-4_3,0.8628082919999995,within,33,3,30
46_1-4_3,0.8628082919999995,between,10559,2195,8364
46_1-50_1,0.2645278049999997,within,91,50,41
46_1-50_1,0.2645278049999997,between,36981,10387,26594
46_1-51_1,0.26710603499999985,within,30,11,19
46_1-51_1,0.26710603499999985,between,19168,5289,13879
46_1-52_1,0.27164087599999975,within,129,74,55
46_1-52_1,0.27164087599999975,between,44887,7811,37076
46_1-62_1,1.74791906,within,30,0,30
46_1-62_1,1.74791906,between,5266,0,5266
46_1-66_3,1.7763740309999998,within,48,0,48
46_1-66_3,1.7763740309999998,between,29080,0,29080
46_1-66_4,1.770813609,within,29,0,29
46_1-66_4,1.770813609,between,13211,0,13211
46_1-66_5,1.769331815,within,2833,6,2827
46_1-66_5,1.769331815,between,1683281,386,1682895
46_1-76_2,1.765705651,within,23,0,23
46_1-76_2,1.765705651,between,39035,0,39035
46_1-77_2,1.7541646869999996,within,26,0,26
46_1-77_2,1.7541646869999996,between,9904,0,9904
46_1-90_1,2.2396460399999993,within,70,0,70
46_1-90_1,2.2396460399999993,between,78046,0,78046
46_1-96_1,2.399671888,within,247,0,247
46_1-96_1,2.399671888,between,175183,17,175166
46_1-97_1,2.4318199689999997,within,253,0,253
46_1-97_1,2.4318199689999997,between,189741,0,189741
46_1-99_2,2.2317604959999997,within,27,0,27
46_1-99_2,2.2317604959999997,between,13875,0,13875
46_1-9_2,1.0114855059999996,within,30,6,24
46_1-9_2,1.0114855059999996,between,14534,2459,12075
47_1-66_5,1.77007145,within,38,0,38
47_1-66_5,1.77007145,between,5056,3,5053
47_2-48_2,0.273974403,within,56,20,36
47_2-48_2,0.273974403,between,20248,3835,16413
47_2-66_5,1.7737413299999998,within,71,0,71
47_2-66_5,1.7737413299999998,between,45775,10,45765
47_2-97_1,2.4362294839999996,within,27,1,26
47_2-97_1,2.4362294839999996,between,5139,0,5139
48_1-66_5,1.836357886,within,24,0,24
48_1-66_5,1.836357886,between,7617,0,7617
48_2-4_3,0.9250302919999998,within,25,9,16
48_2-4_3,0.9250302919999998,between,18023,4654,13369
48_2-50_1,0.08883602899999987,within,155,126,29
48_2-50_1,0.08883602899999987,between,63013,19787,43226
48_2-51_1,0.091414259,within,39,22,17
48_2-51_1,0.091414259,between,32673,10242,22431
48_2-52_1,0.0959490999999999,within,176,90,86
48_2-52_1,0.0959490999999999,between,76528,15012,61516
48_2-62_1,1.81014106,within,29,0,29
48_2-62_1,1.81014106,between,8995,0,8995
48_2-66_3,1.8385960309999996,within,37,0,37
48_2-66_3,1.8385960309999996,between,49595,0,49595
48_2-66_4,1.8330356089999995,within,36,0,36
48_2-66_4,1.8330356089999995,between,22524,0,22524
48_2-66_5,1.8315538149999997,within,4346,14,4332
48_2-66_5,1.8315538149999997,between,2868670,642,2868028
48_2-69_1,1.828705771,within,96,0,96
48_2-69_1,1.828705771,between,22464,0,22464
48_2-69_3,1.8302104569999995,within,23,0,23
48_2-69_3,1.8302104569999995,between,6745,0,6745
48_2-75_1,1.817123545,within,28,0,28
48_2-75_1,1.817123545,between,14636,0,14636
48_2-76_2,1.827927651,within,49,0,49
48_2-76_2,1.827927651,between,66503,0,66503
48_2-78_3,1.817251145,within,24,0,24
48_2-78_3,1.817251145,between,12384,0,12384
48_2-90_1,2.301868039999999,within,97,0,97
48_2-90_1,2.301868039999999,between,133007,0,133007
48_2-92_1,2.3649849059999997,within,35,0,35
48_2-92_1,2.3649849059999997,between,42829,0,42829
48_2-96_1,2.4618938879999996,within,374,0,374
48_2-96_1,2.4618938879999996,between,298546,62,298484
48_2-97_1,2.4940419689999995,within,460,0,460
48_2-97_1,2.4940419689999995,between,323276,1,323275
48_2-99_2,2.2939824959999995,within,31,0,31
48_2-99_2,2.2939824959999995,between,23657,0,23657
48_2-9_2,1.0737075059999994,within,43,24,19
48_2-9_2,1.0737075059999994,between,24773,5060,19713
4_3-66_5,1.7128064669999998,within,35,0,35
4_3-66_5,1.7128064669999998,between,40717,0,40717
4_3-97_1,2.3752946209999997,within,31,0,31
4_3-97_1,2.3752946209999997,between,4561,0,4561
50_1-52_1,0.04444644699999989,within,40,2,38
50_1-52_1,0.04444644699999989,between,3768,906,2862
50_1-66_5,1.826516732,within,271,0,271
50_1-66_5,1.826516732,between,142361,48,142313
50_1-96_1,2.4568568049999997,within,26,0,26
50_1-96_1,2.4568568049999997,between,14814,0,14814
50_1-97_1,2.4890048859999996,within,34,0,34
50_1-97_1,2.4890048859999996,between,16038,0,16038
51_1-66_5,1.829094962,within,127,0,127
51_1-66_5,1.829094962,between,73736,10,73726
52_1-66_5,1.833629803,within,207,1,206
52_1-66_5,1.833629803,between,172989,13,172976
52_1-96_1,2.4639698759999997,within,32,0,32
52_1-96_1,2.4639698759999997,between,17988,5,17983
52_1-97_1,2.4961179569999996,within,58,0,58
52_1-97_1,2.4961179569999996,between,19458,0,19458
55_1-66_5,1.4542439879999998,within,36,0,36
55_1-66_5,1.4542439879999998,between,12699,0,12699
62_1-66_5,0.15952744500000016,within,31,0,31
62_1-66_5,0.15952744500000016,between,20345,0,20345
66_3-66_5,0.01206974399999971,within,66,11,55
66_3-66_5,0.01206974399999971,between,112002,337,111665
66_5-67_2,0.03856222600000025,within,63,0,63
66_5-67_2,0.03856222600000025,between,38142,0,38142
66_5-69_3,0.04927220999999981,within,21,0,21
66_5-69_3,0.04927220999999981,between,15261,27,15234
66_5-72_1,0.0647093820000002,within,41,0,41
66_5-72_1,0.0647093820000002,between,33070,109,32961
66_5-75_1,0.06930219400000004,within,93,0,93
66_5-75_1,0.06930219400000004,between,33018,213,32805
66_5-76_2,0.08010629999999974,within,733,17,716
66_5-76_2,0.08010629999999974,between,149540,156,149384
66_5-77_2,0.06856533599999937,within,53,0,53
66_5-77_2,0.06856533599999937,between,38152,142,38010
66_5-78_1,0.0690656319999996,within,32,0,32
66_5-78_1,0.0690656319999996,between,15250,63,15187
66_5-78_3,0.06942979399999993,within,41,1,40
66_5-78_3,0.06942979399999993,between,27976,116,27860
66_5-80_1,0.3754049180000001,within,140,0,140
66_5-80_1,0.3754049180000001,between,22783,0,22783
66_5-90_1,1.913370216999999,within,409,0,409
66_5-90_1,1.913370216999999,between,300137,0,300137
66_5-91_1,1.9354460989999995,within,26,0,26
66_5-91_1,1.9354460989999995,between,17803,0,17803
66_5-92_1,1.976487083,within,156,0,156
66_5-92_1,1.976487083,between,96630,0,96630
66_5-96_1,2.073396065,within,905,0,905
66_5-96_1,2.073396065,between,674050,0,674050
66_5-97_1,2.1055441459999997,within,1009,0,1009
66_5-97_1,2.1055441459999997,between,729980,0,729980
66_5-99_2,1.9054846729999997,within,72,0,72
66_5-99_2,1.9054846729999997,between,53415,0,53415
66_5-9_2,1.6039653569999996,within,116,0,116
66_5-9_2,1.6039653569999996,between,55918,0,55918
67_2-69_1,0.04723922199999997,within,30,0,30
67_2-69_1,0.04723922199999997,between,270,5,265
76_2-80_1,0.37177875400000016,within,113,0,113
76_2-80_1,0.37177875400000016,between,418,0,418
92_1-96_1,0.6633369560000002,within,37,0,37
92_1-96_1,0.6633369560000002,between,10033,0,10033
92_1-97_1,0.6954850370000001,within,28,0,28
92_1-97_1,0.6954850370000001,between,10878,0,10878
96_1-97_1,0.11147004700000009,within,250,23,227
96_1-97_1,0.11147004700000009,between,75805,675,75130
97_1-9_2,2.2664535109999995,within,31,0,31
97_1-9_2,2.2664535109999995,between,6283,0,6283
